English;cleanedEnglish;Positiv;Negativ;Wut;Vorfreude;Ekel;Furcht;Freude;Traurigkeit;Ueberraschung;Vertrauen;;;;;;;;;;
Offenheit;Offenheit;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Oper;Oper;1;0;1;1;0;1;1;1;1;1;;;;;;;;;;
Oper;Oper;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Betrieb;Betrieb;0;0;0;0;0;1;0;0;0;1;;;;;;;;;;
Operationen;Operationen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
operativ;operativ;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Operator;Operator;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ophthalmisch;ophthalmisch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Augenarzt;Augenarzt;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Opiate;Opiate;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Meinung;Meinung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
rechthaberisch;rechthaberisch;0;1;1;0;0;0;0;0;0;0;;;;;;;;;;
Opium;Opium;0;1;1;0;1;1;0;1;0;0;;;;;;;;;;
Gegner;Gegner;0;1;1;1;1;1;0;0;0;0;;;;;;;;;;
opportun;opportun;1;0;0;0;0;0;1;0;0;0;;;;;;;;;;
Opportunismus;Opportunismus;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Gelegenheit;Gelegenheit;1;0;0;1;0;0;0;0;0;0;;;;;;;;;;
ablehnen;ablehnen;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
entgegen;entgegen;0;1;1;0;0;1;0;0;0;0;;;;;;;;;;
entgegen;entgegen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Gegenteil;Gegenteil;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Gegensätze;Gegensaetze;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Opposition;Opposition;0;1;1;0;0;0;0;0;0;0;;;;;;;;;;
unterdrücken;unterdruecken;0;1;1;0;1;1;0;1;0;0;;;;;;;;;;
Unterdrückung;Unterdrueckung;0;1;1;0;1;1;0;1;0;0;;;;;;;;;;
bedrückend;bedrueckend;0;1;1;0;1;1;0;1;0;0;;;;;;;;;;
Unterdrücker;Unterdruecker;0;1;1;0;0;1;0;1;0;0;;;;;;;;;;
Optik;Optik;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
optisch optisch;optisch optisch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Optik;Optik;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Optimismus;Optimismus;1;0;0;1;0;0;1;0;1;1;;;;;;;;;;
Optimist;Optimist;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Möglichkeit;Moeglichkeit;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Optional;Optional;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
optional;optional;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Optionen;Optionen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Optiker;Optiker;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Opulenz;Opulenz;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
opulent;opulent;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Opus;Opus;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Orakel;Orakel;1;0;0;1;0;0;0;0;0;1;;;;;;;;;;
Oral;Oral;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Orange;Orange;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Rede;Rede;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Redner;Redner;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Oratorium;Oratorium;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Kugel;Kugel;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Orbit;Orbit;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
umkreisen;umkreisen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Kugeln;Kugeln;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ork;Ork;0;1;1;0;1;1;0;0;0;0;;;;;;;;;;
Obstgarten;Obstgarten;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Orchester;Orchester;1;0;1;0;0;0;1;1;0;1;;;;;;;;;;
ordiniert;ordiniert;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Tortur;Tortur;0;1;1;0;0;0;0;0;1;0;;;;;;;;;;
bestellen;bestellen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ordentlich;ordentlich;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Verordnung;Verordnung;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;
gewöhnliche;gewoehnliche;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ordination;Ordination;1;0;0;1;0;0;1;0;0;1;;;;;;;;;;
Artillerie;Artillerie;0;1;0;0;0;1;0;0;0;0;;;;;;;;;;
Erz;Erz;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Oregano;Oregano;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Organ;Organ;0;0;0;1;0;0;1;0;0;0;;;;;;;;;;
organisch;organisch;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Organismus;Organismus;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Organist;Organist;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Organisation;Organisation;1;0;0;1;0;0;1;0;1;1;;;;;;;;;;
organisieren;organisieren;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
organisiert;organisiert;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Orgasmus;Orgasmus;1;0;0;1;0;0;1;0;0;0;;;;;;;;;;
Orgien;Orgien;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Orient;Orient;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
orientalisch;orientalisch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Orientierung;Orientierung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Öffnung;Oeffnung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ursprung;Ursprung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Originalität;Originalitaet;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;
stammen;stammen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Entstehung;Entstehung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Urheber;Urheber;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ornament;Ornament;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
dekorativ;dekorativ;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ornamentik;Ornamentik;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
verziert;verziert;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
aufwendig;aufwendig;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
verwaist;verwaist;0;1;0;0;0;1;0;1;0;0;;;;;;;;;;
orthodox;orthodox;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Orthodoxie;Orthodoxie;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;
senkrecht;senkrecht;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
oszillieren;oszillieren;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
schwingen;schwingen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schwingung;Schwingung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
oszillierend;oszillierend;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
angeblich;angeblich;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
angeblich;angeblich;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Strauß;Strauß;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Otto;Otto;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ottomane;Ottomane;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Unze;Unze;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
verdrängen;verdraengen;0;1;1;0;0;0;0;1;0;0;;;;;;;;;;
Ausbruch;Ausbruch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ausbruch;Ausbruch;1;1;1;0;0;1;1;1;1;0;;;;;;;;;;
ausgestoßen;ausgestoßen;0;1;0;0;1;1;0;1;0;0;;;;;;;;;;
Ergebnis;Ergebnis;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Aufschrei;Aufschrei;0;1;1;0;0;1;0;0;1;0;;;;;;;;;;
übertrumpfen;uebertrumpfen;1;0;0;1;0;0;0;0;0;0;;;;;;;;;;
draussen;draussen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Outfit;Outfit;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
entwachsen;entwachsen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Auswuchs;Auswuchs;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Nebengebäude;Nebengebaeude;0;1;0;0;1;0;0;0;0;0;;;;;;;;;;
Ausflug;Ausflug;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ausgefallen;ausgefallen;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Überleben;Ueberleben;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
verbieten;verbieten;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Auslauf;Auslauf;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Gliederung;Gliederung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Umrisse;Umrisse;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ausblick;Ausblick;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
abgelegen;abgelegen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
zahlenmäßig unterlegen;zahlenmaeßig unterlegen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Vorposten;Vorposten;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;
Erguss;Erguss;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ausgang;Ausgang;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Empörung;Empoerung;0;1;1;0;1;0;0;0;0;0;;;;;;;;;;
empörend;empoerend;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;
geradezu;geradezu;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
überholen;ueberholen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Anfang;Anfang;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Außenseiter;Außenseiter;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;
Stadtrand;Stadtrand;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ausgesprochen;ausgesprochen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
hervorragend;hervorragend;1;1;0;0;0;0;1;0;0;0;;;;;;;;;;
ausgestreckt;ausgestreckt;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
nach außen;nach außen;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
nach außen;nach außen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
überwiegen;ueberwiegen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Oval;Oval;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Eierstock;Eierstock;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
eiförmig;eifoermig;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ovation;Ovation;0;1;0;0;0;0;0;1;0;0;;;;;;;;;;
Ofen;Ofen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Overall;Overall;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
anmaßend;anmaßend;0;1;1;0;0;0;0;0;0;0;;;;;;;;;;
überlasten;ueberlasten;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
bedeckt;bedeckt;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
überladen;ueberladen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Mantel;Mantel;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
übertreiben;uebertreiben;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Überdosis;Ueberdosis;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
überfällig;ueberfaellig;0;1;0;1;0;0;0;1;1;0;;;;;;;;;;
überschätzen;ueberschaetzen;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;
überschätzt;ueberschaetzt;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Überlauf;Ueberlauf;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
überlaufen;ueberlaufen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
überwuchert;ueberwuchert;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Überwucherung;Ueberwucherung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
überhängend;ueberhaengend;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Überholung;Ueberholung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Overhead;Overhead;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
überglücklich;uebergluecklich;1;0;0;0;0;0;1;0;0;0;;;;;;;;;;
überlagert;ueberlagert;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Überlappung;Ueberlappung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
überlagern;ueberlagern;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Überlast;Ueberlast;0;1;0;0;0;0;0;1;0;0;;;;;;;;;;
darüber liegend;darueber liegend;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
überbezahlt;ueberbezahlt;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Überführung;Ueberfuehrung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
überwältigen;ueberwaeltigen;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
überwältigend;ueberwaeltigend;0;1;1;0;0;1;0;0;0;0;;;;;;;;;;
überteuert;ueberteuert;0;1;1;0;1;0;0;1;0;0;;;;;;;;;;
überschreiben;ueberschreiben;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
überstimmen;ueberstimmen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Aufseher;Aufseher;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
überschatten;ueberschatten;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Aufsicht;Aufsicht;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
übertreiben;uebertreiben;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Überbestand;Ueberbestand;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
offen;offen;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;
überholen;ueberholen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
überholt;ueberholt;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Sturz;Sturz;0;1;0;1;0;1;0;0;0;0;;;;;;;;;;
Ouvertüre;Ouvertuere;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;
umkippen;umkippen;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
überwältigen;ueberwaeltigen;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
überwältigt;ueberwaeltigt;0;1;0;0;0;0;0;1;0;0;;;;;;;;;;
überwältigend;ueberwaeltigend;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
übereifrig;uebereifrig;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
verdanken;verdanken;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
geschuldet;geschuldet;0;1;1;1;1;1;0;1;0;1;;;;;;;;;;
Eigentümer;Eigentuemer;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Eigentum;Eigentum;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ochse;Ochse;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Oxidation;Oxidation;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Sauerstoff Sauerstoff;Sauerstoff Sauerstoff;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Oxymoron;Oxymoron;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Auster;Auster;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Tempo;Tempo;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Pazifik;Pazifik;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
beruhigen;beruhigen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Pack;Pack;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Paket;Paket;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Packer;Packer;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Paket;Paket;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Pakt;Pakt;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Pad;Pad;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Polsterung;Polsterung;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Paddel;Paddel;1;0;0;1;0;0;0;0;0;0;;;;;;;;;;
Koppel;Koppel;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Paddy;Paddy;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Vorhängeschloss;Vorhaengeschloss;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Pater;Pater;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
heidnisch;heidnisch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Heidentum;Heidentum;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Seite;Seite;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Festzug;Festzug;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Seitennummerierung;Seitennummerierung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Pagode;Pagode;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Eimer;Eimer;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schmerzen;Schmerzen;0;1;0;0;0;1;0;1;0;0;;;;;;;;;;
schmerzte;schmerzte;0;1;0;0;0;1;0;1;0;0;;;;;;;;;;
schmerzlich;schmerzlich;0;1;1;0;1;1;0;1;0;0;;;;;;;;;;
schmerzlich;schmerzlich;0;1;0;0;0;0;0;1;0;0;;;;;;;;;;
schmerzlos;schmerzlos;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Schmerzen;Schmerzen;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
mühsam;muehsam;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Farbe;Farbe;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
gemalt;gemalt;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Maler;Maler;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Malerei;Malerei;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Paar;Paar;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Pyjama;Pyjama;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Kumpel;Kumpel;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Palast;Palast;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
schmackhaft;schmackhaft;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Gaumen;Gaumen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Paläontologie;Palaeontologie;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Palette;Palette;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Leichentuch;Leichentuch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Palladium;Palladium;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Palette;Palette;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
palliativ;palliativ;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Palme;Palme;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
palmer;palmer;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
spürbar;spuerbar;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;
Lähmung;Laehmung;0;1;0;0;1;1;0;1;0;0;;;;;;;;;;
dürftig;duerftig;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
verwöhnen;verwoehnen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Broschüre;Broschuere;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Pfanne;Pfanne;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Allheilmittel;Allheilmittel;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Elan;Elan;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Pfannkuchen;Pfannkuchen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Pandemie;Pandemie;0;1;0;0;0;1;0;1;0;0;;;;;;;;;;
Tafel;Tafel;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Stich;Stich;0;1;0;0;0;0;0;0;1;0;;;;;;;;;;
Panik;Panik;0;1;0;0;0;1;0;0;0;0;;;;;;;;;;
panier;panier;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Panorama;Panorama;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Panorama-;Panorama-;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
keuchen;keuchen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Pantheon;Pantheon;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Panther;Panther;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Höschen;Hoeschen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Pantomime;Pantomime;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Speisekammer;Speisekammer;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Hose;Hose;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Brei;Brei;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Papsttum;Papsttum;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
päpstlich;paepstlich;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Papier;Papier;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Paprika;Paprika;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Papyrus;Papyrus;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Par;Par;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Gleichnis;Gleichnis;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Parabel;Parabel;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
parabolisch;parabolisch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Fallschirm;Fallschirm;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;
Parade;Parade;1;1;0;1;0;1;1;0;1;0;;;;;;;;;;
Paradigma;Paradigma;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Paradox;Paradox;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
paradox;paradox;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Paraffin;Paraffin;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Vorbild;Vorbild;1;0;0;1;0;0;1;0;0;1;;;;;;;;;;
Absatz;Absatz;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Parallaxe;Parallaxe;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
parallel;parallel;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Parallelität;Parallelitaet;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Lähmung;Laehmung;0;1;1;1;0;1;0;1;0;0;;;;;;;;;;
gelähmt;gelaehmt;0;1;1;0;0;1;0;1;1;0;;;;;;;;;;
von größter Bedeutung;von groeßter Bedeutung;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Paranoia;Paranoia;0;1;0;0;0;1;0;0;0;0;;;;;;;;;;
Geländer;Gelaender;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Utensilien;Utensilien;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Paraphrase;Paraphrase;1;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Parasit;Parasit;0;1;0;0;1;1;0;0;0;0;;;;;;;;;;
Sonnenschirm;Sonnenschirm;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Paket;Paket;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Pakete;Pakete;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Pergament;Pergament;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Begnadigung;Begnadigung;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
parieren;parieren;0;1;1;1;0;1;0;1;0;0;;;;;;;;;;
Parenchym;Parenchym;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Elternteil;Elternteil;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Abstammung;Abstammung;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
elterlich;elterlich;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Klammer;Klammer;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
in Klammern;in Klammern;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
parietal;parietal;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
schälen;schaelen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Gemeinde;Gemeinde;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Parität;Paritaet;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Park;Park;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Sprachgebrauch;Sprachgebrauch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Parlament;Parlament;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;
parlamentarisch;parlamentarisch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Salon;Salon;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Parole;Parole;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;
Parkett;Parkett;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Papagei;Papagei;0;1;0;0;1;0;0;0;0;0;;;;;;;;;;
parieren;parieren;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
analysieren;analysieren;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
sparsam;sparsam;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Sparsamkeit;Sparsamkeit;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Petersilie;Petersilie;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Pfarrer;Pfarrer;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Teil;Teil;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
teilnehmen;teilnehmen;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Parteilichkeit;Parteilichkeit;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
teilweise teilweise;teilweise teilweise;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
sich beteiligen;sich beteiligen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Beteiligung;Beteiligung;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Partikel;Partikel;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
