Englisch;Positiv;Negativ;Wut;Vorwegnahme;Der Ekel;Furcht;Freude;Traurigkeit;Überraschung;Vertrauen
Wartung;0;0;0;0;0;0;0;0;0;1
majestätisch;1;0;0;1;0;0;1;0;1;1
Majestät;1;0;0;0;0;0;0;0;0;1
Haupt;1;0;0;0;0;0;0;0;0;0
mehrheitlich;1;0;0;0;0;0;1;0;0;1
machen;0;0;0;0;0;0;0;0;0;0
Hersteller;0;0;0;0;0;0;0;0;0;0
provisorisch;0;1;0;0;0;0;0;0;0;0
bilden;0;0;0;0;0;0;0;0;0;0
Krankheit;0;1;0;0;0;0;0;0;0;0
Unwohlsein;0;1;0;0;0;0;0;1;0;0
Malaria;0;1;0;0;1;1;0;1;0;0
männlich;0;0;0;0;0;0;0;0;0;0
bösartig;0;1;1;0;1;1;0;1;0;0
Fehlverhalten;0;1;0;0;1;0;0;0;0;0
Missbildung;0;1;0;0;0;0;0;0;0;0
Bosheit;0;1;1;0;0;1;0;0;0;0
bösartig;0;1;1;0;1;1;0;1;0;0
verleumden;0;1;1;0;1;0;0;0;0;0
Malignität;0;1;0;0;0;1;0;1;0;0
maligne;0;1;1;0;0;1;0;0;0;0
Einkaufszentrum;0;0;0;0;0;0;0;0;0;0
formbar;0;0;0;0;0;0;0;0;0;0
Hammer;0;0;0;0;0;0;0;0;0;0
Fehlverhalten;0;1;1;0;0;0;0;0;0;0
Mama;0;0;0;0;0;0;0;0;0;1
Säugetier;0;0;0;0;0;0;0;0;0;0
Mammut-;0;0;0;0;0;0;0;0;0;0
Mann;0;0;0;0;0;0;0;0;0;0
verwalten;1;0;0;0;0;0;0;0;0;1
Management;1;0;0;0;0;0;0;0;0;1
Manager;0;0;0;0;0;0;0;0;0;0
mandamus;0;1;0;0;0;1;0;0;0;0
Mandarin;1;0;0;0;0;0;0;0;0;1
Mandat;0;0;0;0;0;0;0;0;0;0
Unterkiefer;0;0;0;0;0;0;0;0;0;0
Mandoline;0;0;0;0;0;0;0;0;0;0
Dorn;0;0;0;0;0;0;0;0;0;0
Mähne;0;0;0;0;0;0;0;0;0;0
Manöver;0;0;0;0;0;0;0;0;0;0
manövrieren;0;0;0;0;0;0;0;0;0;0
Räude;0;1;0;0;1;1;0;0;0;0
Krippe;0;0;0;0;0;0;0;0;0;0
Mangel;0;1;1;0;1;1;0;1;0;0
Mango;0;0;0;0;0;0;0;0;0;0
Mangostan;0;0;0;0;0;0;0;0;0;0
Männlichkeit;1;0;0;0;0;0;0;0;0;0
Manie;0;1;0;0;0;0;0;0;0;0
wahnsinnig;0;1;1;0;0;1;0;0;0;0
wahnsinnig;0;1;0;0;0;0;0;0;0;0
Maniküre;0;0;0;0;0;0;0;0;0;0
Manifest;0;0;0;0;0;0;0;0;0;0
Manifestation;0;0;0;0;0;1;0;0;0;0
manifestiert;1;0;0;0;0;0;0;0;0;0
offensichtlich;0;0;0;0;0;0;0;0;0;0
Manifest;0;0;0;0;0;0;0;0;0;0
vielfältig;0;0;0;0;0;0;0;0;0;0
manipulieren;0;1;0;0;0;0;0;0;0;0
Manipulation;0;1;1;0;0;1;0;0;0;0
menschheit menschheit;0;0;0;0;0;0;0;0;0;0
männlich;1;0;0;0;0;0;0;0;0;0
Manna;1;0;0;0;0;0;0;0;0;0
Benehmen;0;0;0;0;0;0;0;0;0;0
manieriert;1;0;0;0;0;0;0;0;0;0
Sitten und Bräuche;1;0;0;0;0;0;0;0;0;0
Herrenhaus;0;0;0;0;0;0;0;0;0;0
Villa;0;0;0;0;0;0;0;0;0;0
Totschlag;0;1;1;0;1;1;0;1;1;0
Mantel;0;0;0;0;0;0;0;0;0;0
Handbuch;0;0;0;0;0;0;0;0;0;1
Herstellung;0;0;0;0;0;0;0;0;0;0
Hersteller;1;0;0;0;0;0;0;0;0;0
düngen;0;1;0;0;1;0;0;0;0;0
Manuskript;0;0;0;0;0;0;0;0;0;0
Karte;0;0;0;0;0;0;0;0;0;0
beschädigen;0;1;0;0;0;0;0;0;0;0
Marmor;0;0;0;0;0;0;0;0;0;0
marmoriert;0;0;0;0;0;0;0;0;0;0
Murmeln;0;0;0;0;0;0;0;0;0;0
März;1;0;0;0;0;0;0;0;0;0
Stute;0;0;0;0;0;0;0;0;0;0
Rand;0;1;0;0;0;0;0;1;0;0
marginal;0;0;0;0;0;0;0;0;0;0
Marihuana;0;0;0;0;0;0;0;0;0;0
Marine;0;0;0;0;0;0;0;0;0;1
Seemann;0;0;0;0;0;0;0;0;0;0
maritim;0;0;0;0;0;0;0;0;0;0
Kennzeichen;0;0;0;0;0;0;0;0;0;0
markiert;1;0;0;0;0;0;0;0;0;0
Markt;0;0;0;0;0;0;0;0;0;0
marktfähig;1;0;0;0;0;0;0;0;0;0
Marktplatz;0;0;0;0;0;0;0;0;0;0
markiert;0;0;0;0;0;0;0;0;0;0
Mergel;0;0;0;0;0;0;0;0;0;0
Marmelade;0;0;0;0;0;0;0;0;0;0
kastanienbraun;0;1;0;0;0;0;0;0;0;0
Festzelt;0;0;0;0;0;0;0;0;0;0
Marquis;1;0;0;0;0;0;0;0;0;0
die Ehe;1;0;0;1;0;0;1;0;0;1
verheiratet;0;0;0;0;0;0;0;0;0;0
Mark;1;0;0;0;0;0;1;0;0;1
heiraten;1;0;0;1;0;1;1;0;1;1
Sumpf;0;0;0;0;0;0;0;0;0;0
Marschall;1;0;0;0;0;0;0;0;0;1
Markt;0;0;0;0;0;0;0;0;0;0
Kampfkunst;0;0;1;0;0;0;0;0;0;0
Martingal;0;1;0;0;0;0;0;0;0;0
Märtyrer;0;1;0;0;0;1;0;1;0;0
Martyrium;0;1;0;0;0;1;0;1;0;0
Wunder;1;0;0;0;0;0;0;0;1;0
wunderbar;1;0;0;0;0;0;1;0;0;0
wunderbar;1;0;0;0;0;0;1;0;0;0
männlich;1;0;0;0;0;0;0;0;0;0
Männlichkeit;0;0;0;0;0;0;0;0;0;0
Maische;0;0;0;0;0;0;0;0;0;0
Maske;0;0;0;0;0;0;0;0;0;0
Masochismus;0;1;1;0;1;1;0;0;0;0
Mason;0;0;0;0;0;0;0;0;0;0
Maskerade;0;0;0;0;0;0;0;0;0;0
Masse;0;0;0;0;0;0;0;0;0;0
Massaker;0;1;1;0;1;1;0;1;0;0
Massage;1;0;0;0;0;0;1;0;0;0
fest;0;0;0;0;0;0;0;0;0;0
Meister;1;0;0;0;0;0;0;0;0;0
Vordenker;0;0;0;0;0;0;0;0;0;0
Meisterstück;1;0;0;0;0;0;1;0;0;0
Meisterschaft;1;0;1;0;0;0;1;0;0;1
masturbieren;0;0;0;0;0;0;0;0;0;0
Masturbation;0;0;0;0;0;0;0;0;0;0
Matte;0;0;0;0;0;0;0;0;0;0
passen;0;0;0;0;0;0;0;0;0;0
passend;0;0;0;0;0;0;0;0;0;0
Heiratsvermittler;0;0;0;1;0;0;0;0;0;0
Kamerad;1;0;0;0;0;0;0;0;0;1
Material;0;0;0;0;0;0;0;0;0;0
Materialismus;0;1;0;0;0;0;0;0;0;0
Materialist;0;1;0;0;1;0;0;0;0;0
materialistisch;0;0;0;0;0;0;0;0;0;0
Materialität;0;0;0;0;0;0;0;0;0;0
materialisieren;0;0;0;0;0;0;0;0;0;0
wesentlich;0;0;0;0;0;0;0;0;0;0
Materialien;0;0;0;0;0;0;0;0;0;0
Material;0;0;0;0;0;0;0;0;0;0
mütterlich;1;1;0;1;0;0;0;0;0;0
Mutterschaft;0;0;0;0;0;0;0;0;0;0
mathematisch;0;0;0;0;0;0;0;0;0;1
Mathematiker;0;0;0;0;0;0;0;0;0;0
Mathematik;0;0;0;0;0;0;0;0;0;0
Immatrikulation;0;0;0;0;0;0;0;0;0;0
Ehe;1;0;0;1;0;0;1;0;0;1
Matrix;0;0;0;0;0;0;0;0;0;0
Matrone;1;0;0;0;0;0;0;0;0;1
verfilzt;0;0;0;0;0;0;0;0;0;0
Angelegenheit;0;0;0;0;0;0;0;0;0;0
Matten;0;0;0;0;0;0;0;0;0;0
Matratze;0;0;0;0;0;0;0;0;0;0
Reifung;0;0;0;0;0;0;0;0;0;0
die Reife;0;0;0;0;0;0;0;0;0;0
Mausoleum;0;0;0;0;0;0;0;1;0;0
mauve;0;0;0;0;0;0;0;0;0;0
Maxime;0;0;0;0;0;0;0;0;0;1
maximal;1;0;0;0;0;0;0;0;0;0
Bürgermeister;1;0;0;0;0;0;0;0;0;0
Matze;0;0;0;0;0;0;0;0;0;0
Met;0;0;0;0;0;0;0;0;0;0
Wiese;1;0;0;0;0;0;0;0;0;0
Mahlzeit;0;0;0;0;0;0;0;0;0;0
Mäander;0;0;0;0;0;0;0;0;0;0
mäandernd;0;1;0;0;0;0;0;0;0;0
Bedeutung;0;0;0;0;0;0;0;0;0;0
bedeutungslos;0;1;0;0;0;0;0;1;0;0
meint;0;0;0;0;0;0;0;0;0;0
in der Zwischenzeit;0;0;0;0;0;0;0;0;0;0
Masern;0;1;0;0;1;1;0;1;0;0
messbar;0;0;0;0;0;0;0;0;0;0
messen;0;0;0;0;0;0;0;0;0;1
gemessen;1;0;0;0;0;0;0;0;0;1
Messung;0;0;0;0;0;0;0;0;0;0
Messung;0;0;0;0;0;0;0;0;0;0
Fleisch;0;0;0;0;0;0;0;0;0;0
Mechaniker;0;0;0;0;0;0;0;0;0;0
mechanisch;0;0;0;0;0;0;0;0;0;0
Mechanismus;0;0;0;0;0;0;0;0;0;0
Medaille;1;0;0;1;0;0;1;0;1;1
Medaillon;0;0;0;0;0;0;0;0;0;0
Medaillengewinner;0;0;0;0;0;0;0;0;0;0
sich einmischen;0;1;1;0;0;0;0;0;0;0
Einmischung;0;0;0;0;0;0;0;0;0;0
Medien;0;0;0;0;0;0;0;0;0;0
medial;0;0;0;0;0;0;0;0;0;0
Median;0;0;0;0;0;0;0;0;0;0
vermitteln;1;0;0;1;0;0;0;0;0;1
Mediation;1;0;0;0;0;0;0;0;0;0
Vermittler;1;0;0;1;0;0;0;0;0;1
medizinisch;1;0;0;1;0;1;0;0;0;1
medizinisch;0;0;0;0;0;0;0;0;0;0
Medizin;0;0;0;0;0;0;0;0;0;0
mittelalterlich;0;0;0;0;0;0;0;0;0;0
mittelmäßig;0;1;0;0;0;0;0;0;0;0
Mittelmäßigkeit;0;1;0;0;0;0;0;0;0;0
meditieren;1;0;0;1;0;0;1;0;0;1
Meditation;0;0;0;0;0;0;0;0;0;0
meditativ;0;0;0;0;0;0;0;0;0;0
Mittelmeer;1;0;0;0;0;0;0;0;0;0
Mittel;0;0;0;0;0;0;0;0;0;0
Gemisch;1;0;0;0;0;0;0;0;0;0
sanftmütig;0;0;0;0;0;0;0;1;0;0
Treffen;0;0;0;0;0;0;0;0;0;0
treffen;0;0;0;0;0;0;0;0;0;0
melancholisch;0;1;0;0;0;0;0;1;0;0
Melancholie;0;1;0;0;0;0;0;1;0;0
Nahkampf;0;1;0;0;0;1;0;0;0;0
Melodisch;0;0;0;0;0;0;0;0;0;0
Melodrama;0;1;1;0;0;0;0;1;0;0
melodramatisch;0;0;0;0;0;0;0;0;0;0
Melodie;0;0;0;0;0;0;0;0;0;0
schmelzen;0;0;0;0;0;0;0;0;0;0
Kernschmelze;0;1;0;0;0;0;0;1;0;0
schmelzen;0;0;0;0;0;0;0;0;0;0
Mitglied;0;0;0;0;0;0;0;0;0;0
Membran Membran;0;0;0;0;0;0;0;0;0;0
Erinnerung;1;0;0;0;0;0;0;0;0;0
Memo;0;0;0;0;0;0;0;0;0;0
Memoiren;0;0;0;0;0;0;0;0;0;0
Erinnerungsstücke;0;0;0;0;0;0;0;0;0;0
unvergesslich;1;0;0;0;0;0;1;0;1;1
Memorandum;0;0;0;0;0;0;0;0;0;0
Denkmal;0;0;0;0;0;0;0;0;0;0
Denkmäler;0;0;0;0;0;0;0;1;0;0
sich einprägen;0;0;0;0;0;0;0;0;0;0
Erinnerung;0;0;0;0;0;0;0;0;0;0
Bedrohung;0;1;1;0;0;1;0;0;0;0
bedrohlich;0;1;1;0;0;1;0;0;0;0
Menagerie;0;0;0;0;0;0;0;0;0;0
heilen;0;0;0;0;0;0;0;0;0;0
ausbessern;1;0;0;0;0;0;0;0;0;0
unterwürfig;0;1;0;0;0;0;0;0;0;0
Meniskus;0;0;0;0;0;0;0;0;0;0
Menses;1;0;0;0;0;0;0;0;0;0
Menstruation-;0;0;0;0;0;0;0;0;0;0
geistig;0;0;0;0;0;0;0;0;0;0
nennen;0;0;0;0;0;0;0;0;0;0
Mentor;1;0;0;0;0;0;0;0;0;1
Speisekarte;0;0;0;0;0;0;0;0;0;0
Miau;0;0;0;0;0;0;0;0;0;0
Kaufmännisch;0;0;0;0;0;0;0;0;0;0
Söldner;0;1;0;0;0;1;0;0;0;0
Fan-Shop;0;0;0;0;0;0;0;0;0;0
Händler;0;0;0;0;0;0;0;0;0;1
Barmherzig;1;0;0;0;0;0;0;0;0;0
Gnadenlos;0;1;0;0;0;1;0;0;0;0
Quecksilber;0;0;0;0;0;0;0;0;0;0
barmherzig;1;0;0;0;0;0;0;0;0;0
bloß;0;0;0;0;0;0;0;0;0;0
verschmelzen;1;0;0;1;0;0;0;0;0;0
Meridian;0;0;0;0;0;0;0;0;0;0
meridional;0;0;0;0;0;0;0;0;0;0
Verdienst Verdienst;1;0;0;0;0;0;0;0;0;1
verdienstvoll;1;0;0;0;0;0;1;0;0;1
Meerjungfrau;0;0;0;0;0;0;0;0;0;0
Heiterkeit;1;0;0;0;0;0;1;0;1;0
heiter;1;0;0;0;0;0;1;0;0;0
Mesa;0;0;0;0;0;0;0;0;0;0
Gittergewebe;0;0;0;0;0;0;0;0;0;0
Maschen;0;0;0;0;0;0;0;0;0;0
fasziniert;0;0;0;0;0;0;0;0;0;0
Chaos;0;1;0;0;1;0;0;0;0;0
Botschaft;0;0;0;0;0;0;0;0;0;0
Bote;0;0;0;0;0;0;0;0;0;1
chaotisch;0;1;0;0;1;0;0;0;0;0
Stoffwechsel;0;0;0;0;0;0;0;0;0;0
Metall;0;0;0;0;0;0;0;0;0;0
Metallurgie;0;0;0;0;0;0;0;0;0;0
Metamorphose;0;0;0;0;0;0;0;0;0;0
Metapher;0;0;0;0;0;0;0;0;0;0
metaphorisch;0;0;0;0;0;0;0;0;0;0
metaphysisch;0;0;0;0;0;0;0;0;0;0
Metaphysik;0;0;0;0;0;0;0;0;0;0
Metastasierung;0;1;0;0;0;0;0;0;0;0
Meteor;0;0;0;0;0;0;0;0;0;0
meteorisch;0;0;0;0;0;0;0;0;0;0
Meteorit;0;0;0;0;0;0;0;0;0;0
meteorologisch;0;0;0;0;0;0;0;0;0;0
Meteorologie;0;0;0;0;0;0;0;0;0;0
Meter;0;0;0;0;0;0;0;0;0;0
Methanol;0;1;0;0;0;0;0;0;0;0
Methode;0;0;0;0;0;0;0;0;0;0
methodisch;0;0;0;0;0;0;0;0;0;0
sorgfältig;0;0;0;0;0;0;0;0;0;0
metrisch;0;0;0;0;0;0;0;0;0;0
metrisch;0;0;0;0;0;0;0;0;0;0
Metrologie;0;0;0;0;0;0;0;0;0;0
Metropole;0;0;0;0;0;0;0;0;0;0
Metropolitan-;1;0;0;0;0;0;0;0;0;0
Eifer;1;0;0;0;0;0;0;0;0;0
miauen;0;0;0;0;0;0;0;0;0;0
Glimmer;0;0;0;0;0;0;0;0;0;0
Mick;0;0;0;0;0;0;0;0;0;0
Mikrobe;0;0;0;0;0;0;0;0;0;0
Mikrobiologie;0;0;0;0;0;0;0;0;0;0
Mikrokosmos;0;0;0;0;0;0;0;0;0;0
Mikrogramm;0;0;0;0;0;0;0;0;0;0
Mikrometer;0;0;0;0;0;0;0;0;0;0
Mikron;0;0;0;0;0;0;0;0;0;0
Mikrofon;0;0;0;0;0;0;0;0;0;0
Mikroskop;0;0;0;0;0;0;0;0;0;1
mikroskopisch;0;0;0;0;0;0;0;0;0;0
mikroskopisch;0;0;0;0;0;0;0;0;0;0
Mikroskopie;1;0;0;0;0;0;0;0;0;0
Mitte;0;0;0;0;0;0;0;0;0;0
Mittag;0;0;0;0;0;0;0;0;0;0
Mitte;0;0;0;0;0;0;0;0;0;0
Mittelsmann;0;0;0;0;0;0;0;0;0;0
Mittelland;0;0;0;0;0;0;0;0;0;0
Mitternacht;0;0;0;0;0;0;0;0;0;0
Mitte;0;0;0;0;0;0;0;0;0;0
Hochsommer-;0;0;0;0;0;0;0;0;0;0
in der Mitte;0;0;0;0;0;0;0;0;0;0
Hebamme;1;1;0;1;0;0;1;0;0;1
Geburtshilfe;1;0;0;0;0;0;0;0;0;0
Miene;0;0;0;0;0;0;0;0;0;0
mächtig;1;0;1;0;0;1;1;0;0;1
Wandern;0;0;0;0;0;0;0;0;0;0
Migration;0;0;0;0;0;0;0;0;0;0
wandernd;0;0;0;0;0;0;0;0;0;0
Mike;0;0;0;0;0;0;0;0;0;0
Mehltau;0;1;0;0;1;0;0;0;0;0
Meile;0;0;0;0;0;0;0;0;0;0
Kilometerstand;0;0;0;0;0;0;0;0;0;0
Meilenstein;0;0;0;0;0;0;0;0;0;0
militant;0;0;0;0;0;0;0;0;0;0
Militär-;0;0;0;0;0;1;0;0;0;0
Miliz;0;1;1;0;0;1;0;1;0;0
Milch;0;0;0;0;0;0;0;0;0;0
milchig;0;0;0;0;0;0;0;0;0;0
Mühle;0;0;0;1;0;0;0;0;0;0
Millennium;0;0;0;0;0;0;0;0;0;0
Milligramm;0;0;0;0;0;0;0;0;0;0
Millimeter;0;0;0;0;0;0;0;0;0;0
Millionen Millionen;0;0;0;0;0;0;0;0;0;0
Millionär;0;0;0;0;0;0;0;0;0;0
Mime;1;0;0;0;0;0;0;0;0;0
nachahmen;0;0;0;0;0;0;0;0;0;0
Nachahmung;0;0;0;0;0;0;0;0;0;0
Mimikry;0;1;0;0;0;0;0;0;1;0
Geist;0;0;0;0;0;0;0;0;0;0
gedanken;0;0;0;0;0;0;0;0;0;0
achtsam;1;0;0;0;0;0;0;0;0;0
Achtsamkeit;1;0;0;0;0;0;0;0;0;0
Mine;0;0;0;0;0;0;0;0;0;0
Bergmann;0;0;0;0;0;0;0;0;0;0
Mineral;0;0;0;0;0;0;0;0;0;0
Mineralogie;0;0;0;0;0;0;0;0;0;0
mischen;0;0;0;0;0;0;0;0;0;0
vermischt;0;0;0;0;0;0;0;0;0;0
Miniatur;0;0;0;0;0;0;0;0;0;0
Kleinbus;0;0;0;0;0;0;0;0;0;0
minimal;0;0;0;0;0;0;0;0;0;0
minimieren;0;1;0;0;0;0;0;0;0;0
Minimum;0;1;0;0;0;0;0;0;0;0
Minister;0;0;0;0;0;0;0;0;0;0
ministeriell;0;0;0;0;0;0;0;0;0;0
Ministerium;1;0;0;0;0;0;1;0;0;1
Kleinbus;0;0;0;0;0;0;0;0;0;0
Elritze;0;0;0;0;0;0;0;0;0;0
unerheblich;0;0;0;0;0;0;0;0;0;0
Minderheit;0;1;0;0;0;0;0;0;0;0
Minnesänger;0;0;0;0;0;0;0;0;0;0
Minze;0;0;0;0;0;0;0;0;0;0
Minuscule;0;0;0;0;0;0;0;0;0;0
Minute;0;0;0;0;0;0;0;0;0;0
Kleinigkeiten;0;0;0;0;0;0;0;0;0;0
mir;0;0;0;0;0;0;0;0;0;0
Wunder;1;0;0;1;0;0;1;0;1;1
Wunder-;1;0;0;0;0;0;1;0;1;0
Fata Morgana;0;0;0;0;0;0;0;0;0;0
Schlamm;0;1;0;0;1;0;0;0;0;0
Spiegel;0;0;0;0;0;0;0;0;0;0
Heiterkeit;1;0;0;0;0;0;1;0;0;0
Veruntreuung;0;0;0;0;0;0;0;0;0;0
Fehlverhalten;0;1;1;0;1;0;0;0;1;0
Fehlgeburt;0;1;0;0;0;1;0;1;0;0
Sonstiges;0;0;0;0;0;0;0;0;0;0
Verschiedenes;0;0;0;0;0;0;0;0;0;0
Unfug;0;1;0;0;0;0;0;0;0;0
boshaft;0;1;0;0;0;0;0;0;0;0
Missverständnis;0;1;1;0;1;1;0;0;0;0
Fehlverhalten;0;1;0;0;1;0;0;0;0;0
Vergehen;0;0;0;0;0;0;0;0;0;0
miserabel;0;1;1;0;1;0;0;1;0;0
kläglich;0;1;0;0;0;0;0;1;0;0
Elend;0;1;1;0;1;1;0;1;0;0
Unglück;0;1;0;0;0;1;0;1;0;0
fehlgeleitet;0;1;0;0;1;0;0;0;0;0
Missgeschick;0;1;0;0;1;1;0;1;1;0
falsch informiert;0;0;0;0;0;0;0;0;0;0
Fehlinterpretation;0;1;0;0;0;0;0;0;0;0
irreführen;0;1;1;0;0;1;0;0;0;1
irreführend;0;1;1;0;1;0;0;0;0;0
Misswirtschaft;0;1;0;0;0;0;0;0;0;0
Nichtübereinstimmung;0;1;0;0;0;0;0;0;0;0
nicht übereinstimmend;0;0;0;0;0;0;0;0;0;0
falsche Bezeichnung;0;1;0;0;0;0;0;0;0;0
verlegen;0;1;1;0;1;0;0;0;0;0
verlegt;0;1;0;0;0;0;0;0;0;0
falsch darstellen;0;1;0;0;0;0;0;0;0;0
Falschdarstellung;0;1;0;0;0;0;0;1;0;0
falsch dargestellt;0;1;1;0;0;0;0;0;0;0
fehlschlagen;0;0;0;0;0;0;0;0;0;0
Rakete;0;0;0;0;0;1;0;0;0;0
fehlen;0;1;0;0;0;1;0;1;0;0
Mission;0;0;0;0;0;0;0;0;0;0
Missionar;1;0;0;0;0;0;0;0;0;0
Falschaussage;0;1;1;0;1;0;0;0;0;0
Nebel;0;0;0;0;0;0;0;0;0;0
Fehler;0;1;0;0;0;0;0;1;0;0
falsch;0;1;0;0;0;1;0;0;0;0
Herr;0;0;0;0;0;0;0;0;0;0
Herrin;0;1;1;0;1;0;0;0;0;0
Misstrauen;0;1;0;0;1;1;0;0;0;0
neblig;0;0;0;0;0;0;0;0;0;0
missverstehen;0;1;0;0;0;0;0;0;0;0
Missverständnis;0;1;1;0;0;0;0;1;0;0
Missbrauch;0;1;0;0;0;0;0;0;0;0
Milbe;0;1;0;0;1;0;0;0;0;0
Gehrung;0;0;0;0;0;0;0;0;0;0
Milderung;0;0;0;0;0;0;0;0;0;0
mischen;0;0;0;0;0;0;0;0;0;0
gemischt;0;0;0;0;0;0;0;0;0;0
Mischung;0;0;0;0;0;0;0;0;0;0
jammern;0;0;0;0;0;1;0;1;0;0
Graben;0;0;0;0;0;0;0;0;0;1
Mob;0;1;1;0;0;1;0;0;0;0
Handy, Mobiltelefon;0;0;0;1;0;0;0;0;0;0
Mobilität;0;0;0;0;0;0;0;0;0;0
Mobilisierung;0;0;0;0;0;0;0;0;0;0
mobilisieren;0;0;0;0;0;0;0;0;0;0
Spott;0;1;0;0;1;0;0;0;0;0
Verspottung;0;1;1;0;1;0;0;1;0;0
modal;0;0;0;0;0;0;0;0;0;0
Modalität;0;0;0;0;0;0;0;0;0;0
Modus;0;0;0;0;0;0;0;0;0;0
Modell;1;0;0;0;0;0;0;0;0;0
Modellbauer;0;0;0;0;0;0;0;0;0;0
mäßig;1;0;0;0;0;0;0;0;0;0
in Maßen;0;0;0;0;0;0;0;0;0;0
moderieren;0;0;0;0;0;0;0;0;0;0
Mäßigung;0;0;0;0;0;0;0;0;0;0
Moderator;1;0;0;0;0;0;0;0;0;1
modern;0;0;0;0;0;0;0;0;0;0
Modernismus;0;0;0;0;0;0;0;0;0;0
bescheiden;1;0;0;0;0;0;0;0;0;1
Bescheidenheit;1;0;0;0;0;0;0;0;0;0
Mindestmaß;0;0;0;0;0;0;0;0;0;0
modifizierbar;0;0;0;0;0;0;0;0;0;0
Änderung;0;0;0;0;0;0;0;0;0;0
geändert;0;0;0;0;0;0;0;0;0;0
ändern;0;0;0;0;0;0;0;0;1;0
modulieren;0;0;0;0;0;0;0;0;0;0
Modulation;0;0;0;0;0;0;0;0;0;0
Modul;0;0;0;0;0;0;0;0;0;0
Modul;0;0;0;0;0;0;0;0;0;0
Mogul;0;0;0;0;0;0;0;0;0;0
Anteil;0;0;0;0;0;0;0;0;0;0
feucht;0;0;0;0;0;0;0;0;0;0
Feuchtigkeit;0;0;0;0;0;0;0;0;0;0
Backenzahn;0;0;0;0;0;0;0;0;0;0
Melasse;0;0;0;0;0;0;0;0;0;0
Schimmel;0;0;0;0;0;0;0;0;0;0
geformt;0;0;0;0;0;0;0;0;0;0
Formteil;0;0;0;0;0;0;0;0;0;0
schimmlig;0;0;0;0;0;0;0;0;0;0
molekular;0;0;0;0;0;0;0;0;0;0
Molekül;0;0;0;0;0;0;0;0;0;0
Belästigung;0;1;1;0;1;1;0;1;0;0
geschmolzen;0;0;0;0;0;0;0;0;0;0
Moment;0;0;0;0;0;0;0;0;0;0
momentan;0;0;0;0;0;0;0;0;0;0
bedeutsam;0;0;0;0;0;0;0;0;0;0
Schwung;1;0;0;1;0;0;0;0;0;0
Monade;0;0;0;0;0;0;0;0;0;0
Monarch;0;0;0;0;0;0;0;0;0;0
Monarchie;0;0;0;0;0;0;0;0;0;0
Kloster;0;0;0;0;0;0;0;0;0;0
klösterlich;0;0;0;0;0;0;0;0;0;0
Geld;1;0;0;1;0;0;0;0;0;0
Geld Geld;1;0;1;1;0;0;1;0;1;1
Mönch;1;0;0;0;0;0;0;0;0;1
Affe;0;0;0;0;0;0;0;0;0;0
einfarbig;0;1;0;0;1;0;0;0;0;0
Monogamie;0;0;0;0;0;0;0;0;0;1
Monogramm;0;0;0;0;0;0;0;0;0;0
Monographie;0;0;0;0;0;0;0;0;0;0
einschichtig;0;0;0;0;0;0;0;0;0;0
Monolog;0;0;0;0;0;0;0;0;0;0
Monopolist;0;1;0;0;0;0;0;0;0;0
Monopol;0;0;0;0;0;0;0;0;0;0
Monotonie;0;0;0;0;0;0;0;0;0;0
Monsun;0;1;0;0;0;0;0;1;0;0
Monster-;0;1;0;0;0;1;0;0;0;0
Ungeheuerlichkeit;0;1;1;0;1;1;0;0;1;0
Monte;0;0;0;0;0;0;0;0;0;0
Monat;0;0;0;0;0;0;0;0;0;0
monatlich;0;0;0;0;0;0;0;0;0;0
Monument;1;0;0;0;0;0;0;0;0;0
monumental;0;0;0;0;0;0;0;0;0;0
muhen;0;0;0;0;0;0;0;0;0;0
Stimmungen;0;0;0;0;0;0;0;0;0;0
launisch;0;1;1;0;0;0;0;1;0;0
Mond;0;0;0;0;0;0;0;0;0;0
Mondlicht;0;0;0;0;0;0;0;0;0;0
festgemacht;0;0;0;0;0;0;0;0;0;0
Liegeplatz;0;0;0;0;0;0;0;0;0;0
Liegeplätze;0;0;0;0;0;0;0;0;0;1
Moorland;0;0;0;0;0;0;0;0;0;0
Elch;0;0;0;0;0;0;0;0;0;0
strittig;0;1;0;0;0;0;0;0;0;0
diskutiert;0;0;0;0;0;0;0;0;0;0
Mopp;0;0;0;0;0;0;0;0;0;0
Moral-;1;0;1;0;0;0;0;0;0;1
Moral;1;0;0;0;0;0;0;0;0;1
Moral;1;0;1;1;1;0;1;0;1;1
Morast;0;0;0;0;0;0;0;0;0;0
Moratorium;0;0;0;0;0;0;0;0;0;0
morbid;0;1;0;0;0;0;0;1;0;0
Morbidität;0;1;1;0;1;1;0;1;0;0
Leichenschauhaus;0;1;0;0;1;1;0;1;0;0
sterbend;0;1;0;0;0;0;0;1;0;0
Morgen;0;0;0;1;0;0;0;0;0;0
Morgen;0;0;0;0;0;0;0;0;0;0
Trottel;0;1;0;0;0;0;0;0;0;0
schwachsinnig;0;1;0;0;0;0;0;0;0;0
Morphium;0;0;0;0;0;0;0;0;0;0
Morphismus;0;0;0;0;0;0;0;0;0;0
Morphologie;0;0;0;0;0;0;0;0;0;0
morgen;0;0;0;1;0;0;0;0;0;0
Bissen;0;1;0;0;0;0;0;0;0;0
sterblich;0;1;0;0;0;0;0;0;0;0
Sterblichkeit;0;1;1;0;0;1;0;1;0;0
Granatwerfer;1;0;0;0;0;0;0;0;0;0
